credential_id,credential_name,pathway_node,pathway_level,pathway_tracks,match_score,match_reasons,mapping_status,evidence_status,record_type,official_url
CAND-92CAA9F82C14BB,webinar Modern Incident Response: An Interactive Training Series,dfir,Advanced,cybersecurity,65,incident response,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/incident-management-response/webinar/modern-incident-response-training/
CAND-E4D56185C8C3E8,webinar New Certification Alert: Master PagerDuty’s APIs!,apis,Intermediate,python-software,65,apis,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/devops/webinar/certification-pagerduty-apis/
CAND-FFA3375FDD828D,Cybersecurity Academy,security-fundamentals,Intermediate,cybersecurity,65,cybersecurity,candidate,official-page-extraction,credential-candidate,https://www.paloaltonetworks.com/services/education/academy
CAND-4B5BDFC231CD39,From the Cybersecurity Academy community,security-fundamentals,Intermediate,cybersecurity,65,cybersecurity,candidate,official-page-extraction,credential-candidate,https://www.paloaltonetworks.com/services/education/academy
CAND-6FCBC39C33DF23,Cloud Security,cloud-security,Advanced,cybersecurity,65,cloud security,candidate,official-page-extraction,credential-candidate,https://pecb.com/education-and-certification-for-individuals/cloud-security
CAND-6FCBC39C33DF23,Cloud Security,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://pecb.com/education-and-certification-for-individuals/cloud-security
CAND-AA6A628C9BBA3C,Cloud Security Analyst,cloud-security,Advanced,cybersecurity,65,cloud security,candidate,official-page-extraction,credential-candidate,https://pecb.com/en/education-and-certification-for-individuals/cloud-security-analyst/certified-cloud-security-analyst
CAND-AA6A628C9BBA3C,Cloud Security Analyst,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://pecb.com/en/education-and-certification-for-individuals/cloud-security-analyst/certified-cloud-security-analyst
CAND-0DED56C1E2940D,Cybersecurity Management,security-fundamentals,Intermediate,cybersecurity,65,cybersecurity,candidate,official-page-extraction,credential-candidate,https://pecb.com/education-and-certification-for-individuals/cybersecurity-management
CAND-C591E34954AFA5,Digital Forensics Examiner,dfir,Advanced,cybersecurity,65,digital forensics,candidate,official-page-extraction,credential-candidate,https://pecb.com/en/education-and-certification-for-individuals/certified-digital-forensics-examiner
CAND-CBABB591E15388,Hands-On Technical Cybersecurity Trainings,security-fundamentals,Intermediate,cybersecurity,65,cybersecurity,candidate,official-page-extraction,credential-candidate,https://pecb.com/education-and-certification-for-individuals
CAND-7DB67BFFA0CF2B,ISO/IEC 27001 Information Security Management System,security-fundamentals,Intermediate,cybersecurity,65,information security,candidate,official-page-extraction,credential-candidate,http://pecb.com/en/education-and-certification-for-individuals/iso-iec-27001
CAND-1494C6AE781E73,ISO/IEC 42001 Artificial Intelligence Management System,ai-literacy,Explore,ai-engineering,65,artificial intelligence,candidate,official-page-extraction,credential-candidate,http://pecb.com/en/education-and-certification-for-individuals/iso-iec-42001
CAND-4B74D08D6501BD,Linux Foundations,linux,Foundation,cybersecurity;cloud-devops,65,linux,candidate,official-page-extraction,credential-candidate,https://pecb.com/en/education-and-certification-for-individuals/certified-linux-foundations-training-courses
CAND-2E9A5EF4E1B600,Penetration Testing,testing,Foundation,python-software,65,testing,candidate,official-page-extraction,credential-candidate,https://pecb.com/education-and-certification-for-individuals/penetration-testing
CAND-4728E4CCEF1B6B,SCADA,scada,Professional,robotics-automation,65,scada,candidate,official-page-extraction,credential-candidate,https://pecb.com/education-and-certification-for-individuals/scada
CAND-A3B1BD5E85B891,"Get certified with Burp Suite, the application security testing toolkit used by more than 60,000 security professionals.",testing,Foundation,python-software,65,testing,candidate,official-page-extraction,credential-candidate,https://portswigger.net/web-security/certification
CAND-A3B1BD5E85B891,"Get certified with Burp Suite, the application security testing toolkit used by more than 60,000 security professionals.",appsec,Advanced,cybersecurity,65,application security,candidate,official-page-extraction,credential-candidate,https://portswigger.net/web-security/certification
CAND-91D9B0E7A244AF,CAD Free Software,cad-basics,Foundation,cad-cae,65,cad,candidate,official-page-extraction,credential-candidate,https://www.ptc.com/en/education/free-software#cad-free-software
CAND-E9DDABEE5B5B55,Free CAD software for education,cad-basics,Foundation,cad-cae,65,cad,candidate,official-page-extraction,credential-candidate,https://www.ptc.com/en/education/free-software
CAND-23E7C9032AF748,"1,000+ companies. One certified community.",python,Foundation,ai-engineering;python-software,40,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-7A3D75182FBF66,AI Track PCEI™ – Certified Entry-Level AI Specialist with Python Level: Entry Delivery Channel: Edube Interactive (OpenEDG Testing Service) Cost: USD 69 Language: English,testing,Foundation,python-software,65,testing,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcei
CAND-7A3D75182FBF66,AI Track PCEI™ – Certified Entry-Level AI Specialist with Python Level: Entry Delivery Channel: Edube Interactive (OpenEDG Testing Service) Cost: USD 69 Language: English,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcei
CAND-7B19CA9B1F2E3E,Certification exams at your fingertips,python,Foundation,ai-engineering;python-software,40,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-1B45560A93EFB3,Certification Roadmap,python,Foundation,ai-engineering;python-software,40,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/certification-tracks
CAND-217E7223AEA4BD,Cisco Networking Academy,networking-basics,Foundation,networking,65,networking,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/netacad
CAND-217E7223AEA4BD,Cisco Networking Academy,python,Foundation,ai-engineering;python-software,40,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/netacad
CAND-39664A29B9D720,Exam Development,python,Foundation,ai-engineering;python-software,40,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/exam-development
CAND-7CA16D50211FDA,Exam Policies,python,Foundation,ai-engineering;python-software,40,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/exam-policies
CAND-9C3F49EC20A5C5,PCAD-31-0x Certified Associate Data Analyst with Python Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcad
CAND-912B06289EA976,PCAD™ – Certified Associate Data Analyst with Python,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-23ADFD76040EA6,PCAP-31-0x Certified Associate Python Programmer Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcap
CAND-4733656A4CDDF4,PCAP™ – Certified Associate Python Programmer,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-A7934AF5FED85E,PCAT-31-0x Certified Associate Tester with Python Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcat
CAND-419F0D71619162,PCAT™ – Certified Associate Tester with Python,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-02AD01DE021746,PCEA-30-0x Certified Entry-Level Automation Specialist with Python Active (small market trial),python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcea
CAND-AF6795BA1B358E,PCEA™ – Certified Entry-Level Automation Specialist with Python,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-E3A6C2C626838F,PCED-30-0x Certified Entry-Level Data Analyst with Python Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pced
CAND-7D927EF905FD81,PCED™ – Certified Entry-Level Data Analyst with Python,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-CDBD133568FFD6,PCEI-30-0x Certified Entry-Level AI Specialist with Python Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcei
CAND-98A6F57097F3E1,PCEI™ – Certified Entry-Level AI Specialist with Python,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-3B33547639F11E,PCEP-30-0x Certified Entry-Level Python Programmer Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcep
CAND-3B6A8B37467D02,PCEP™ – Certified Entry-Level Python Programmer,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-760DE91167F0A3,PCES-30-0x Certified Entry-Level Security Specialist with Python Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pces
CAND-BC1C395A99AEE3,PCES™ – Certified Entry-Level Security Specialist with Python,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-AD6B25747F8522,PCET-30-0x Certified Entry-Level Tester with Python Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcet
CAND-553A45EB271CAA,PCET™ – Certified Entry-Level Tester with Python,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-F412C107EAE7DD,PCPP-32-10x Certified Professional Python Programmer 1 Active,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcpp1
CAND-24C38C05B26537,PCPP1™ – Certified Professional Python Programmer 1,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-6CA6C57E101EFD,Plan your certification pathway,python,Foundation,ai-engineering;python-software,40,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/
CAND-FF1C499202E364,Testing Track PCAT™ – Certified Associate Tester with Python Level: Associate Delivery Channel: Edube Interactive (OpenEDG Testing Service) Cost: USD 195 Language: English,testing,Foundation,python-software,65,testing,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcat
CAND-FF1C499202E364,Testing Track PCAT™ – Certified Associate Tester with Python Level: Associate Delivery Channel: Edube Interactive (OpenEDG Testing Service) Cost: USD 195 Language: English,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcat
CAND-B81F12A4A4E4E2,"Testing Track PCET™ – Certified Entry-Level Tester with Python Level: Entry Delivery Channel: Edube Interactive (OpenEDG Testing Service) Cost: USD 69 Language: English, Spanish",testing,Foundation,python-software,65,testing,candidate,official-page-extraction,credential-candidate,https://pythoninstitute.org/pcet
